0x5526,0x5626,0101011000100110,0101010100100110,0000001100000000
0x3f25,0x4025,0100000000100101,0011111100100101,0111111100000000
0x2924,0x2a24,0010101000100100,0010100100100100,0000001100000000
0x1923,0x1a23,0001101000100011,0001100100100011,0000001100000000
0x0322,0x0422,0000010000100010,0000001100100010,0000011100000000
0xef20,0xf020,1111000000100000,1110111100100000,0001111100000000
0xd91f,0xda1f,1101101000011111,1101100100011111,0000001100000000
0xc51e,0xc61e,1100011000011110,1100010100011110,0000001100000000
0xaf1d,0xb01d,1011000000011101,1010111100011101,0001111100000000
0x9b1c,0x9c1c,1001110000011100,1001101100011100,0000011100000000
0x891b,0x8a1b,1000101000011011,1000100100011011,0000001100000000
0x731a,0x741a,0111010000011010,0111001100011010,0000011100000000
0x5f19,0x6019,0110000000011001,0101111100011001,0011111100000000
0x4918,0x4a18,0100101000011000,0100100100011000,0000001100000000
0x3517,0x3617,0011011000010111,0011010100010111,0000001100000000
0x1f16,0x2016,0010000000010110,0001111100010110,0011111100000000
0x0b15,0x0c15,0000110000010101,0000101100010101,0000011100000000
0xf913,0xfa13,1111101000010011,1111100100010011,0000001100000000
0xe512,0xe612,1110011000010010,1110010100010010,0000001100000000
0xcf11,0xd011,1101000000010001,1100111100010001,0001111100000000
0xbb10,0xbc10,1011110000010000,1011101100010000,0000011100000000
0x910f,0x920f,1001001000001111,1001000100001111,0000001100000000
0x7b0e,0x7c0e,0111110000001110,0111101100001110,0000011100000000
0x670d,0x680d,0110100000001101,0110011100001101,0000111100000000
0x510c,0x520c,0101001000001100,0101000100001100,0000001100000000
0x3d0b,0x3e0b,0011111000001011,0011110100001011,0000001100000000
0x270a,0x280a,0010100000001010,0010011100001010,0000111100000000
0x1489,0x1389,0001001110001001,0001010010001001,0000011100000000
0x0488,0x0388,0000001110001000,0000010010001000,0000011100000000
0xf086,0xef86,1110111110000110,1111000010000110,0001111100000000
0xc605,0xc705,1100011100000101,1100011000000101,0000000100000000
0x9e04,0x9f04,1001111100000100,1001111000000100,0000000100000000
0x8803,0x8903,1000100100000011,1000100000000011,0000000100000000
0x7402,0x7502,0111010100000010,0111010000000010,0000000100000000
0x6001,0x6101,0110000100000001,0110000000000001,0000000100000000
0x4c00,0x4d00,0100110100000000,0100110000000000,0000000100000000
0x36ff,0x36ff,0011011011111111,0011011011111111,0000000000000000
0x22fe,0x22fe,0010001011111110,0010001011111110,0000000000000000
0x0efd,0x0efd,0000111011111101,0000111011111101,0000000000000000
0xfafb,0xfafb,1111101011111011,1111101011111011,0000000000000000
0xd0fa,0xd0fa,1101000011111010,1101000011111010,0000000000000000
0xbcf9,0xbcf9,1011110011111001,1011110011111001,0000000000000000
0xa8f8,0xa8f8,1010100011111000,1010100011111000,0000000000000000
0x94f7,0x94f7,1001010011110111,1001010011110111,0000000000000000
0x7ef6,0x7ef6,0111111011110110,0111111011110110,0000000000000000
0x6af5,0x6af5,0110101011110101,0110101011110101,0000000000000000
0x56f4,0x56f4,0101011011110100,0101011011110100,0000000000000000
0x42f3,0x42f3,0100001011110011,0100001011110011,0000000000000000
0x2ef2,0x2ef2,0010111011110010,0010111011110010,0000000000000000
0x18f1,0x18f1,0001100011110001,0001100011110001,0000000000000000
0x04f0,0x04f0,0000010011110000,0000010011110000,0000000000000000
0xf0ee,0xf0ee,1111000011101110,1111000011101110,0000000000000000
0xdced,0xdced,1101110011101101,1101110011101101,0000000000000000
0xc8ec,0xc8ec,1100100011101100,1100100011101100,0000000000000000
0xb2eb,0xb2eb,1011001011101011,1011001011101011,0000000000000000
0x8aea,0x8aea,1000101011101010,1000101011101010,0000000000000000
0x72e9,0x72e9,0111001011101001,0111001011101001,0000000000000000
0x60e8,0x60e8,0110000011101000,0110000011101000,0000000000000000
0x0080,0xfebf,1111111010111111,0000000010000000,1111111000111111
0x48e7,0x48e7,0100100011100111,0100100011100111,0000000000000000
0x34e6,0x34e6,0011010011100110,0011010011100110,0000000000000000
0x20e5,0x20e5,0010000011100101,0010000011100101,0000000000000000
0x0ae4,0x0ae4,0000101011100100,0000101011100100,0000000000000000
0xf562,0xf562,1111010101100010,1111010101100010,0000000000000000
0xe161,0xe161,1110000101100001,1110000101100001,0000000000000000
0xcd60,0xcd60,1100110101100000,1100110101100000,0000000000000000
0xb75f,0xb75f,1011011101011111,1011011101011111,0000000000000000
0xa35e,0xa35e,1010001101011110,1010001101011110,0000000000000000
0x8f5d,0x8f5d,1000111101011101,1000111101011101,0000000000000000
0x7b5c,0x7b5c,0111101101011100,0111101101011100,0000000000000000
0x655b,0x655b,0110010101011011,0110010101011011,0000000000000000
0x4eda,0x4eda,0100111011011010,0100111011011010,0000000000000000
0x3ad9,0x3ad9,0011101011011001,0011101011011001,0000000000000000
0x26d8,0x26d8,0010011011011000,0010011011011000,0000000000000000
0x10d7,0x10d7,0001000011010111,0001000011010111,0000000000000000
0xfcd5,0xfcd5,1111110011010101,1111110011010101,0000000000000000
0xe8d4,0xe8d4,1110100011010100,1110100011010100,0000000000000000
0xd4d3,0xd4d3,1101010011010011,1101010011010011,0000000000000000
0xbad2,0xbad2,1011101011010010,1011101011010010,0000000000000000
0xa6d1,0xa6d1,1010011011010001,1010011011010001,0000000000000000
0x92d0,0x92d0,1001001011010000,1001001011010000,0000000000000000
0x7ecf,0x7ecf,0111111011001111,0111111011001111,0000000000000000
0x6ace,0x6ace,0110101011001110,0110101011001110,0000000000000000
0x534d,0x534d,0101001101001101,0101001101001101,0000000000000000
0x3fcc,0x3fcc,0011111111001100,0011111111001100,0000000000000000
0x29cb,0x29cb,0010100111001011,0010100111001011,0000000000000000
0x0e4a,0x0e4a,0000111001001010,0000111001001010,0000000000000000
0xfa48,0xfa48,1111101001001000,1111101001001000,0000000000000000
0xe5c7,0xe5c7,1110010111000111,1110010111000111,0000000000000000
0xd146,0xd146,1101000101000110,1101000101000110,0000000000000000
0xbd45,0xbd45,1011110101000101,1011110101000101,0000000000000000
0xaac4,0xaac4,1010101011000100,1010101011000100,0000000000000000
0x92c3,0x92c3,1001001011000011,1001001011000011,0000000000000000
0x7e42,0x7e42,0111111001000010,0111111001000010,0000000000000000
0x6a41,0x6a41,0110101001000001,0110101001000001,0000000000000000
0x5640,0x5640,0101011001000000,0101011001000000,0000000000000000
0x3fbf,0x3fbf,0011111110111111,0011111110111111,0000000000000000
0x2bbe,0x2bbe,0010101110111110,0010101110111110,0000000000000000
0x17bd,0x17bd,0001011110111101,0001011110111101,0000000000000000
0x05bc,0x05bc,0000010110111100,0000010110111100,0000000000000000
0xf13a,0xf13a,1111000100111010,1111000100111010,0000000000000000
0xc739,0xc739,1100011100111001,1100011100111001,0000000000000000
0xb338,0xb338,1011001100111000,1011001100111000,0000000000000000
0x9f37,0x9f37,1001111100110111,1001111100110111,0000000000000000
0x8ab6,0x8ab6,1000101010110110,1000101010110110,0000000000000000
0x76b5,0x76b5,0111011010110101,0111011010110101,0000000000000000
0x50b4,0x50b4,0101000010110100,0101000010110100,0000000000000000
0x3eb3,0x3eb3,0011111010110011,0011111010110011,0000000000000000
0x28b2,0x28b2,0010100010110010,0010100010110010,0000000000000000
0x0231,0x0231,0000001000110001,0000001000110001,0000000000000000
0xf02f,0xf02f,1111000000101111,1111000000101111,0000000000000000
0xd82e,0xd82e,1101100000101110,1101100000101110,0000000000000000
0xb5ad,0xb5ad,1011010110101101,1011010110101101,0000000000000000
0x8dac,0x8dac,1000110110101100,1000110110101100,0000000000000000
0x67ab,0x67ab,0110011110101011,0110011110101011,0000000000000000
0x55aa,0x55aa,0101010110101010,0101010110101010,0000000000000000
0x3fa9,0x3fa9,0011111110101001,0011111110101001,0000000000000000
0x2da8,0x2da8,0010110110101000,0010110110101000,0000000000000000
0x07a7,0x07a7,0000011110100111,0000011110100111,0000000000000000
0xdfa5,0xdfa5,1101111110100101,1101111110100101,0000000000000000
0xcd24,0xcd24,1100110100100100,1100110100100100,0000000000000000
0xb723,0xb723,1011011100100011,1011011100100011,0000000000000000
0xa522,0xa522,1010010100100010,1010010100100010,0000000000000000
0x9321,0x9321,1001001100100001,1001001100100001,0000000000000000
0x6b20,0x6b20,0110101100100000,0110101100100000,0000000000000000
0x591f,0x591f,0101100100011111,0101100100011111,0000000000000000
0x489e,0x489e,0100100010011110,0100100010011110,0000000000000000
0x389d,0x389d,0011100010011101,0011100010011101,0000000000000000
0x221c,0x221c,0010001000011100,0010001000011100,0000000000000000
0x001b,0x001b,0000000000011011,0000000000011011,0000000000000000
0xea19,0xea19,1110101000011001,1110101000011001,0000000000000000
0xd818,0xd818,1101100000011000,1101100000011000,0000000000000000
0xc817,0xc817,1100100000010111,1100100000010111,0000000000000000
0xb216,0xb216,1011001000010110,1011001000010110,0000000000000000
0xa015,0xa015,1010000000010101,1010000000010101,0000000000000000
0x8e14,0x8e14,1000111000010100,1000111000010100,0000000000000000
0x7a13,0x7a13,0111101000010011,0111101000010011,0000000000000000
0x6812,0x6812,0110100000010010,0110100000010010,0000000000000000
0x5611,0x5611,0101011000010001,0101011000010001,0000000000000000
0x3010,0x3010,0011000000010000,0011000000010000,0000000000000000
0x1e0f,0x1e0f,0001111000001111,0001111000001111,0000000000000000
0x0e0e,0x0e0e,0000111000001110,0000111000001110,0000000000000000
0xe60c,0xe60c,1110011000001100,1110011000001100,0000000000000000
0xd40b,0xd40b,1101010000001011,1101010000001011,0000000000000000
0xc00a,0xc00a,1100000000001010,1100000000001010,0000000000000000
0x9c09,0x9c09,1001110000001001,1001110000001001,0000000000000000
0x7608,0x7608,0111011000001000,0111011000001000,0000000000000000
0x6407,0x6407,0110010000000111,0110010000000111,0000000000000000
0x5006,0x5006,0101000000000110,0101000000000110,0000000000000000
0x3e05,0x3e05,0011111000000101,0011111000000101,0000000000000000
0x2e04,0x2e04,0010111000000100,0010111000000100,0000000000000000
0x1803,0x1803,0001100000000011,0001100000000011,0000000000000000
