0x45a6,0x5566,0100010110100110,0101010101100110,0001000011000000,2
0x3fa5,0xffa3,0011111110100101,1111111110100011,1100000000000110,2
0x29a4,0xa99b,0010100110100100,1010100110011011,1000000000111111,1|2
0x19a3,0x1994,0001100110100011,0001100110010100,0000000000110111,2
0x03a2,0x0482,0000001110100010,0000010010000010,0000011100100000,2
0xefa0,0xee80,1110111110100000,1110111010000000,0000000100100000,2
0xd99f,0xd993,1101100110011111,1101100110010011,0000000000001100,1
0xc59e,0x855e,1100010110011110,1000010101011110,0100000011000000,2
0xaf9d,0xaf8c,1010111110011101,1010111110001100,0000000000010001,2
0xdb9c,0xa39c,1101101110011100,1010001110011100,0111100000000000,1
0x899b,0x899b,1000100110011011,1000100110011011,0000000000000000,0
0x739b,0x729a,0111001110011011,0111001010011010,0000000100000001,2
0x5f99,0x6219,0101111110011001,0110001000011001,0011110110000000,2
0x4198,0x4997,0100000110011000,0100100110010111,0000100000001111,2
0x3597,0x4599,0011010110010111,0100010110011001,0111000000001110,2
0x3f96,0x1f56,0011111110010110,0001111101010110,0010000011000000,2
0x0b95,0x0fa5,0000101110010101,0000111110100101,0000010000110000,2
0xf993,0xb973,1111100110010011,1011100101110011,0100000011100000,2
0xe512,0xe572,1110010100010010,1110010101110010,0000000001100000,1
0xcf91,0xd38d,1100111110010001,1101001110001101,0001110000011100,2
0xbb90,0xb788,1011101110010000,1011011110001000,0000110000011000,2
0x998f,0x910f,1001100110001111,1001000100001111,0000100010000000,2
0x7b8e,0x9b9e,0111101110001110,1001101110011110,1110000000010000,2
0x678d,0xe788,0110011110001101,1110011110001000,1000000000000101,2|3
0x518c,0x488c,0101000110001100,0100100010001100,0001100100000000,2
0x3d83,0x3d4b,0011110110000011,0011110101001011,0000000011001000,2
0xa78a,0x2786,1010011110001010,0010011110000110,1000000000001100,2
0x1409,0x17c9,0001010000001001,0001011111001001,0000001111000000,1
0x040a,0x8408,0000010000001010,1000010000001000,1000000000000010,2
0xe016,0xf006,1110000000010110,1111000000000110,0001000000010000,2
0xc685,0xca7d,1100011010000101,1100101001111101,0000110011111000,2
0x9e84,0xa644,1001111010000100,1010011001000100,0011100011000000,2
0x8883,0x9783,1000100010000011,1001011110000011,0001111100000000,1
0x7482,0x3442,0111010010000010,0011010001000010,0100000011000000,2
0x6081,0xa079,0110000010000001,1010000001111001,1100000011111000,2
0x4880,0x4c90,0100100010000000,0100110010010000,0000010000010000,2
0x367f,0x565f,0011011001111111,0101011001011111,0110000000100000,2
0x227e,0x2a7a,0010001001111110,0010101001111010,0000100000000100,2
0x0e7d,0xc67c,0000111001111101,1100011001111100,1100100000000001,2|3
0xfa7b,0xf9fb,1111101001111011,1111100111111011,0000001110000000,1
0xd07a,0xc67a,1101000001111010,1100011001111010,0001011000000000,2
0xbc7b,0xbc71,1011110001111011,1011110001110001,0000000000001010,2
0xa87c,0xa478,1010100001111100,1010010001111000,0000110000000100,2
0x9075,0x9477,1001000001110101,1001010001110111,0000010000000010,2
0x7e76,0x7a6e,0111111001110110,0111101001101110,0000010000011000,2
0x7a75,0x6a6d,0111101001110101,0110101001101101,0001000000011000,2
0x5e74,0x5574,0101111001110100,0101010101110100,0000101100000000,2
0xc273,0x4263,1100001001110011,0100001001100011,1000000000010000,2
0x2e72,0x0df2,0010111001110010,0000110111110010,0010001110000000,2
0x0871,0x1a71,0000100001110001,0001101001110001,0001001000000000,2
0x0470,0x048f,0000010001110000,0000010010001111,0000000011111111,1
0x706e,0x106f,0111000001101110,0001000001101111,0110000000000001,2
0xdc6d,0x046e,1101110001101101,0000010001101110,1101100000000011,2|3
0xc86e,0xc864,1100100001101110,1100100001100100,0000000000001010,2
0xb26b,0xb9eb,1011001001101011,1011100111101011,0000101110000000,2
0x8a6a,0x4a6b,1000101001101010,0100101001101011,1100000000000001,1|2
0x7269,0x7264,0111001001101001,0111001001100100,0000000000001101,2
0x6068,0x6070,0110000001101000,0110000001110000,0000000000011000,1
0x4867,0x48e8,0100100001100111,0100100011101000,0000000010001111,2
0x3466,0x3428,0011010001100110,0011010000101000,0000000001001110,2
0x2065,0x2073,0010000001100101,0010000001110011,0000000000010110,2
0x0a64,0xfa83,0000101001100100,1111101010000011,1111000011100111,2|3
0xf5e3,0xf5c2,1111010111100011,1111010111000010,0000000000100001,2
0xe1e5,0xe2e1,1110000111100101,1110001011100001,0000001100000100,2
0xcde0,0xb1e0,1100110111100000,1011000111100000,0111110000000000,1
0xb7df,0xb79f,1011011111011111,1011011110011111,0000000001000000,1
0xa3de,0x03de,1010001111011110,0000001111011110,1010000000000000,2
0x8ddd,0x8fd9,1000110111011101,1000111111011001,0000001000000100,2
0x7fdc,0x6bdc,0111111111011100,0110101111011100,0001010000000000,2
0x65db,0x66dc,0110010111011011,0110011011011100,0000001100000111,2
0x4e5e,0x4e52,0100111001011110,0100111001010010,0000000000001100,1
0x3a59,0x1a57,0011101001011001,0001101001010111,0010000000001110,2
0x2658,0xa647,0010011001011000,1010011001000111,1000000000011111,1|2
0x9057,0x1047,1001000001010111,0001000001000111,1000000000010000,2
0xfc57,0x0056,1111110001010111,0000000001010110,1111110000000001,1|2
0xec54,0x2855,1110110001010100,0010100001010101,1100010000000001,2|3
0xd453,0xb353,1101010001010011,1011001101010011,0110011100000000,2
0xba52,0xbe12,1011101001010010,1011111000010010,0000010001000000,2
0x2651,0xa611,0010011001010001,1010011000010001,1000000001000000,2
0x9250,0xb050,1001001001010000,1011000001010000,0010001000000000,2
0x7e4f,0x7d4d,0111111001001111,0111110101001101,0000001100000010,2
0xea4e,0x6a4c,1110101001001110,0110101001001100,1000000000000010,2
0x53cd,0x534e,0101001111001101,0101001101001110,0000000010000011,2
0x7f4c,0x3ecc,0111111101001100,0011111011001100,0100000110000000,2
0x294b,0xed4a,0010100101001011,1110110101001010,1100010000000001,2|3
0x0e4a,0x0cca,0000111001001010,0000110011001010,0000001010000000,2
0xeac8,0xf2c8,1110101011001000,1111001011001000,0001100000000000,1
0xe543,0xe527,1110010101000011,1110010100100111,0000000001100100,2
0xd1c6,0xc0c6,1101000111000110,1100000011000110,0001000100000000,2
0xbdc5,0xc0c5,1011110111000101,1100000011000101,0111110100000000,2
0xaa64,0xaac4,1010101001100100,1010101011000100,0000000010100000,2
0x9643,0x8a43,1001011001000011,1000101001000011,0001110000000000,1
0x7ec2,0x6ec1,0111111011000010,0110111011000001,0001000000000011,2
0x6ac3,0x2ac1,0110101011000011,0010101011000001,0100000000000010,2
0x56d0,0x56c1,0101011011010000,0101011011000001,0000000000010001,2
0x7f3f,0xbf3f,0111111100111111,1011111100111111,1100000000000000,1
0x2b3e,0xab3e,0010101100111110,1010101100111110,1000000000000000,1
0x073d,0x1f3d,0000011100111101,0001111100111101,0001100000000000,1
0x2d3c,0x053c,0010110100111100,0000010100111100,0010100000000000,2
0xf1ba,0xf0bb,1111000110111010,1111000010111011,0000000100000001,2
0xc7b9,0xe739,1100011110111001,1110011100111001,0010000010000000,2
0xb3b8,0x34b9,1011001110111000,0011010010111001,1000011100000001,2|3
0x8fb7,0x9f97,1000111110110111,1001111110010111,0001000000100000,2
0x9a37,0x8a36,1001101000110111,1000101000110110,0001000000000001,2
0x2635,0x7635,0010011000110101,0111011000110101,0101000000000000,2
0x5094,0x5034,0101000010010100,0101000000110100,0000000010100000,2
0x3e33,0x2e2f,0011111000110011,0010111000101111,0001000000011100,2
0x2832,0x1c32,0010100000110010,0001110000110010,0011010000000000,2
0x02b3,0x02a9,0000001010110011,0000001010101001,0000000000011010,2
0xd0af,0x30b0,1101000010101111,0011000010110000,1110000000011111,1|2
0xd8ae,0xf89e,1101100010101110,1111100010011110,0010000000110000,2
0xb52d,0xb74d,1011010100101101,1011011101001101,0000001001100000,2
0x8d2c,0x4d2e,1000110100101100,0100110100101110,1100000000000010,2
0x672b,0xc72b,0110011100101011,1100011100101011,1010000000000000,2
0x552a,0x54da,0101010100101010,0101010011011010,0000000111110000,1
0x3f20,0x3f29,0011111100100000,0011111100101001,0000000000001001,2
0x2d60,0x2d28,0010110101100000,0010110100101000,0000000001001000,2
0x0000,0x7eff,0000000000000000,0111111011111111,0111111011111111,2
0x0527,0x0725,0000010100100111,0000011100100101,0000001000000010,2
0xdf24,0xdb25,1101111100100100,1101101100100101,0000010000000001,2
0xcda4,0xcd62,1100110110100100,1100110101100010,0000000011000110,2
0xb7a3,0xb0a3,1011011110100011,1011000010100011,0000011100000000,1
0xa7aa,0xa5a2,1010011110101010,1010010110100010,0000001000001000,2
0xd3a1,0x93a3,1101001110100001,1001001110100011,0100000000000010,2
0x6ba0,0xec9f,0110101110100000,1110110010011111,1000011100111111,2|3
0x599f,0xb99e,0101100110011111,1011100110011110,1110000000000001,1|2
0x481e,0x479f,0100100000011110,0100011110011111,0000111110000001,2
0x381f,0x3a1d,0011100000011111,0011101000011101,0000001000000010,2
0x2a9c,0x269c,0010101010011100,0010011010011100,0000110000000000,1
0x009b,0x409a,0000000010011011,0100000010011010,0100000000000001,2
0xea99,0xea99,1110101010011001,1110101010011001,0000000000000000,0
0xd898,0xd892,1101100010011000,1101100010010010,0000000000001010,2
0xc897,0xc86f,1100100010010111,1100100001101111,0000000011111000,1
0xba96,0xae96,1011101010010110,1010111010010110,0001010000000000,2
0xa085,0x9095,1010000010000101,1001000010010101,0011000000010000,2
0x8e94,0x8a98,1000111010010100,1000101010011000,0000010000001100,2
0x7a93,0x9a53,0111101010010011,1001101001010011,1110000011000000,2
0x6892,0x0892,0110100010010010,0000100010010010,0110000000000000,1
0x5691,0x4e91,0101011010010001,0100111010010001,0001100000000000,1
0x3090,0xef8f,0011000010010000,1110111110001111,1101111100011111,2|3
0x1e8f,0x1e70,0001111010001111,0001111001110000,0000000011111111,1
0x0c8e,0x0e4e,0000110010001110,0000111001001110,0000001011000000,2
0xc6ac,0xe68c,1100011010101100,1110011010001100,0010000000100000,2
0xc48b,0xd493,1100010010001011,1101010010010011,0001000000011000,2
0x808a,0xc06a,1000000010001010,1100000001101010,0100000011100000,2
0x9c89,0x9c08,1001110010001001,1001110000001000,0000000010000001,2
0x7688,0x760a,0111011010001000,0111011000001010,0000000010000010,2
0x6487,0x6307,0110010010000111,0110001100000111,0000011110000000,1
0x5086,0x6085,0101000010000110,0110000010000101,0011000000000011,2
0x3e85,0x3e7d,0011111010000101,0011111001111101,0000000011111000,1
0x2e84,0xb084,0010111010000100,1011000010000100,1001111000000000,2
0x1883,0x1283,0001100010000011,0001001010000011,0000101000000000,2
0x0692,0x0662,0000011010010010,0000011001100010,0000000011110000,1
0xf681,0xe680,1111011010000001,1110011010000000,0001000000000001,2
0xe47f,0xd43f,1110010001111111,1101010000111111,0011000001000000,2
0xce7e,0x4e7a,1100111001111110,0100111001111010,1000000000000100,2
0xbe7d,0xae5d,1011111001111101,1010111001011101,0001000000100000,2
0x985c,0x967c,1001100001011100,1001011001111100,0000111000100000,2
0x06fb,0x867b,0000011011111011,1000011001111011,1000000010000000,2
0x74fa,0x74f8,0111010011111010,0111010011111000,0000000000000010,1
0x4ef9,0x06f9,0100111011111001,0000011011111001,0100100000000000,2
0x3ef8,0x3708,0011111011111000,0011011100001000,0000100111110000,2
0x28ff,0xa8f6,0010100011111111,1010100011110110,1000000000001001,2|3
0x18f6,0xf8f6,0001100011110110,1111100011110110,1110000000000000,1
0x06f5,0x06f3,0000011011110101,0000011011110011,0000000000000110,1
0xf2f3,0xf2ab,1111001011110011,1111001010101011,0000000001011000,2
0xe0f2,0xcff2,1110000011110010,1100111111110010,0010111100000000,2
0xba71,0xbab1,1011101001110001,1011101010110001,0000000011000000,1
0x98f0,0x9470,1001100011110000,1001010001110000,0000110010000000,2
0x84ef,0x83ed,1000010011101111,1000001111101101,0000011100000010,2
0x72ee,0xb2ae,0111001011101110,1011001010101110,1100000001000000,2
0x5eed,0x636d,0101111011101101,0110001101101101,0011110110000000,2
0x4cec,0x0dec,0100110011101100,0000110111101100,0100000100000000,2
0x3cab,0x3cf3,0011110010101011,0011110011110011,0000000001011000,2
0x26ea,0x256a,0010011011101010,0010010101101010,0000001110000000,1
0x0469,0x026d,0000010001101001,0000001001101101,0000011000000100,2
0xee67,0xee64,1110111001100111,1110111001100100,0000000000000011,1
0xd666,0xde64,1101011001100110,1101111001100100,0000100000000010,2
0xb5e5,0x2de5,1011010111100101,0010110111100101,1001100000000000,2
0xa3e4,0xa1e3,1010001111100100,1010000111100011,0000001000000111,2
0x81e3,0x9263,1000000111100011,1001001001100011,0001001110000000,2
0x6be2,0x6ac2,0110101111100010,0110101011000010,0000000100100000,2
0x43e1,0x0361,0100001111100001,0000001101100001,0100000010000000,2
0x31e0,0x11e1,0011000111100000,0001000111100001,0010000000000001,2
0x215f,0x219f,0010000101011111,0010000110011111,0000000011000000,1
0xf95d,0x79de,1111100101011101,0111100111011110,1000000010000011,2|3
0xe3dc,0xe464,1110001111011100,1110010001100100,0000011110111000,2
0xd1db,0xd0d9,1101000111011011,1101000011011001,0000000100000010,2
0xc1da,0x21db,1100000111011010,0010000111011011,1110000000000001,1|2
0xabd9,0xabda,1010101111011001,1010101111011010,0000000000000011,1
0x99d8,0x9be8,1001100111011000,1001101111101000,0000001000110000,2
0x87d7,0x83c7,1000011111010111,1000001111000111,0000010000010000,2
0x73d6,0x53b6,0111001111010110,0101001110110110,0010000001100000,2
0x61d5,0x63d4,0110000111010101,0110001111010100,0000001000000001,2
0x4f54,0x4bd4,0100111101010100,0100101111010100,0000010010000000,2
0x3c53,0x5c52,0011110001010011,0101110001010010,0110000000000001,2
0xaa52,0x2a51,1010101001010010,0010101001010001,1000000000000011,1|2
0x0251,0xfe40,0000001001010001,1111111001000000,1111110000010001,2|3
0xee4f,0xedcf,1110111001001111,1110110111001111,0000001110000000,1
0xca4e,0xc54e,1100101001001110,1100010101001110,0000111100000000,1
0xb64c,0xb63d,1011011001001100,1011011000111101,0000000001110001,2
0xa44c,0x804c,1010010001001100,1000000001001100,0010010000000000,2
0x944b,0x9c3b,1001010001001011,1001110000111011,0000100001110000,2
0x7e4a,0x5e0a,0111111001001010,0101111000001010,0010000001000000,2
0x6c49,0x5c51,0110110001001001,0101110001010001,0011000000011000,2
0x5848,0x5348,0101100001001000,0101001101001000,0000101100000000,2
0x4647,0x363f,0100011001000111,0011011000111111,0111000001111000,2
0x3646,0x1246,0011011001000110,0001001001000110,0010010000000000,2
0x2047,0x2035,0010000001000111,0010000000110101,0000000001110010,2
0x1044,0x0c46,0001000001000100,0000110001000110,0001110000000010,2
0xfe42,0x0003,1111111001000010,0000000000000011,1111111001000001,2|3
0xee41,0xea39,1110111001000001,1110101000111001,0000010001111000,2
0xd840,0xb844,1101100001000000,1011100001000100,0110000000000100,2
0xc43f,0xc433,1100010000111111,1100010000110011,0000000000001100,1
0x923e,0xb246,1001001000111110,1011001001000110,0010000001111000,2
0x9e39,0x9e35,1001111000111001,1001111000110101,0000000000001100,1
0x8c3c,0x8c38,1000110000111100,1000110000111000,0000000000000100,1
0x7c7b,0x6c3b,0111110001111011,0110110000111011,0001000001000000,2
0x663a,0x253a,0110011000111010,0010010100111010,0100001100000000,2
0x563b,0x3639,0101011000111011,0011011000111001,0110000000000010,2
0x4238,0x6230,0100001000111000,0110001000110000,0010000000001000,2
0x3037,0x3007,0011000000110111,0011000000000111,0000000000110000,1
0x2036,0x2012,0010000000110110,0010000000010010,0000000000100100,2
0x0035,0x0c35,0000000000110101,0000110000110101,0000110000000000,1
0x7a33,0xfa34,0111101000110011,1111101000110100,1000000000000111,1|2
0xeab2,0xca32,1110101010110010,1100101000110010,0010000010000000,2
0xd431,0x9c31,1101010000110001,1001110000110001,0100100000000000,2
0x4c30,0xc430,0100110000110000,1100010000110000,1000100000000000,2
0xb0af,0xb027,1011000010101111,1011000000100111,0000000010001000,2
0x1e2e,0xa22e,0001111000101110,1010001000101110,1011110000000000,2
0x9a2d,0x7a2d,1001101000101101,0111101000101101,1110000000000000,1
0x7a2d,0x7a24,0111101000101101,0111101000100100,0000000000001001,2
0x682b,0x082b,0110100000101011,0000100000101011,0110000000000000,1
0x542a,0x1429,0101010000101010,0001010000101001,0100000000000011,2
0x4429,0x0469,0100010000101001,0000010001101001,0100000001000000,2
0x2ea8,0xae27,0010111010101000,1010111000100111,1000000010001111,2|3
0x1e27,0xfda6,0001111000100111,1111110110100110,1110001110000001,2|3
0x0e26,0x102e,0000111000100110,0001000000101110,0001111000001000,2
0xf824,0xfa22,1111100000100100,1111101000100010,0000001000000110,2
0xe803,0xe623,1110100000000011,1110011000100011,0000111000100000,2
0xd422,0xd012,1101010000100010,1101000000010010,0000010000110000,2
0xc221,0x8219,1100001000100001,1000001000011001,0100000000111000,2
0xae20,0xada4,1010111000100000,1010110110100100,0000001110000100,2
0x9e1f,0x9e7f,1001111000011111,1001111001111111,0000000001100000,1
0x9c1e,0x8c3e,1001110000011110,1000110000111110,0001000000100000,2
0x581d,0x7815,0101100000011101,0111100000010101,0010000000001000,2
0x681c,0x571c,0110100000011100,0101011100011100,0011111100000000,1
0x521b,0x71db,0101001000011011,0111000111011011,0010001111000000,2
0x461a,0x4219,0100011000011010,0100001000011001,0000010000000011,2
0x3239,0x3199,0011001000111001,0011000110011001,0000001110100000,2
0x3c18,0x0c18,0011110000011000,0000110000011000,0011000000000000,1
