0x0000,0xff1f,1111111100011111,0000000000000000,1111111100011111
0x55a6,0x55a6,0101010110100110,0101010110100110,0000000000000000
0x3fa5,0x3fa5,0011111110100101,0011111110100101,0000000000000000
0x29a4,0x29a4,0010100110100100,0010100110100100,0000000000000000
0x19a3,0x19a3,0001100110100011,0001100110100011,0000000000000000
0x03a2,0x03a2,0000001110100010,0000001110100010,0000000000000000
0xefa0,0xefa0,1110111110100000,1110111110100000,0000000000000000
0xd99f,0xd99f,1101100110011111,1101100110011111,0000000000000000
0xc59e,0xc59e,1100010110011110,1100010110011110,0000000000000000
0xaf9d,0xaf9d,1010111110011101,1010111110011101,0000000000000000
0x9b9c,0x9b9c,1001101110011100,1001101110011100,0000000000000000
0x899b,0x899b,1000100110011011,1000100110011011,0000000000000000
0x739a,0x739a,0111001110011010,0111001110011010,0000000000000000
0x5f99,0x5f99,0101111110011001,0101111110011001,0000000000000000
0x4998,0x4998,0100100110011000,0100100110011000,0000000000000000
0x3597,0x3597,0011010110010111,0011010110010111,0000000000000000
0x1f96,0x1f96,0001111110010110,0001111110010110,0000000000000000
0x0b95,0x0bb5,0000101110110101,0000101110010101,0000000000100000
0xf993,0xf9b3,1111100110110011,1111100110010011,0000000000100000
0xe592,0xe5b2,1110010110110010,1110010110010010,0000000000100000
0xcf91,0xcfb1,1100111110110001,1100111110010001,0000000000100000
0xbb90,0xbbb0,1011101110110000,1011101110010000,0000000000100000
0x918f,0x91af,1001000110101111,1001000110001111,0000000000100000
0x7b8e,0x7bae,0111101110101110,0111101110001110,0000000000100000
0x678d,0x67ad,0110011110101101,0110011110001101,0000000000100000
0x518c,0x51ac,0101000110101100,0101000110001100,0000000000100000
0x3d8b,0x3dab,0011110110101011,0011110110001011,0000000000100000
0x278a,0x27aa,0010011110101010,0010011110001010,0000000000100000
0x1409,0x1429,0001010000101001,0001010000001001,0000000000100000
0x0408,0x0428,0000010000101000,0000010000001000,0000000000100000
0xf006,0xf026,1111000000100110,1111000000000110,0000000000100000
0xc685,0xc6a5,1100011010100101,1100011010000101,0000000000100000
