SimTime,dT,Real_Prec_Acc,Real_Prec_Vel,Real_Prec_Pos,Quantized_Prec_Acc,Quantized_Prec_Vel,Quantized_Prec_Pos,Received_Prec_Acc,Received_Prec_Vel,Received_Prec_Pos,Mitigated_Prec_Acc,Mitigated_Prec_Vel,Mitigated_Prec_Pos,Ego_Acc_Benign,Ego_Vel_Benign,Ego_Pos_Benign,Ego_Acc,Ego_Vel,Ego_Pos,Safe_Gap_Benign,Space_Headway_Benign,Time_Headway_Benign,Safe_Gap,Space_Headway,Time_Headway,Bit_Flip_Pairs,XOR_Bin,XOR_Pattern,Real_Gap,Under_Attack,Bad_Message,Mitigation_Applied,Best_Bit_Flip_Pair,All_Corrections,Perfect_Candidate_List,Miti_List,Miti_List_2D
269.65,0.016999999999995907,1.545161,22.904129,0.0,1.5,22.900000000000002,0.0,-8,22.88,0.0,1.5,22.9,0.0,0.9787344895947642,22.904129,-20.0,0.9787344895947638,22.904129,-20.0,3.3022332280400595,20.0,0.8732050015960005,3.3022332280400666,20.0,0.8732050015960005,"[[0, 15, 1, 10], [0, 15, 2, 10], [1, 15, 1, 10], [1, 15, 2, 10], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,20.0,1,0,1,"[0, 15, 1, 10]","[[[0, 15, 1, 10], [1.5, 22.9, 0.0], 0], [[0, 15, 2, 10], [1.5, 22.88, 0.1], 0], [[1, 15, 1, 10], [-24.1, 22.26, 0.0], 0], [[1, 15, 2, 10], [-24.1, 22.24, 0.1], 0]]","[[0, 15, 1, 10], [0, 15, 2, 10]]","[{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.9, ""pos"": 0.0, ""error"": 0}, {""pair"": [0, 15, 2, 10], ""acc"": 1.5, ""vel"": 22.88, ""pos"": 0.1, ""error"": 0}]",[]
269.667,0.016000000000019554,1.543022,22.92981,0.38959346876440615,1.5,22.93,0.4,-8,22.95,0.4,1.5,22.93,0.4,1.8614943315754828,22.920767486323108,-19.610488379866347,1.8614943315754826,22.920767486323108,-19.610488379866347,3.265619383762718,20.000081848630753,0.8725747015480552,3.265619383762718,20.010488379866345,0.8730287234843539,"[[3, 10, 0, 15], [3, 10, 1, 15], [0, 15, 0, 10], [0, 15, 1, 10], [1, 15, 0, 10], [1, 15, 1, 10], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,20.000081848630753,1,0,1,"[0, 15, 1, 10]","[[[3, 10, 0, 15], [1.5, 22.95, 0.4], 0.059407999999523176], [[3, 10, 1, 15], [-24.1, 22.31, 0.4], 0.647407999999581], [[0, 15, 0, 10], [0.7, 22.95, 0.4], 0.059407999999523176], [[0, 15, 1, 10], [1.5, 22.93, 0.4], 0.0394079999995236], [[1, 15, 0, 10], [-24.9, 22.31, 0.4], 0.647407999999581], [[1, 15, 1, 10], [-24.1, 22.29, 0.4], 0.6674079999995806]]","[[0, 15, 1, 10], [0, 15, 0, 10], [3, 10, 0, 15]]","[{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.93, ""pos"": 0.4, ""error"": 0.0394079999995236}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.059407999999523176}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.059407999999523176}]","[[{""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.059407999999523176}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.11227200000041876}], [{""pair"": [3, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.31, ""pos"": 0.4, ""error"": 0.647407999999581}, {""pair"": [3, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.31, ""pos"": 0.4, ""error"": 0.6602720000004774}], [{""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.059407999999523176}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.95, ""pos"": 0.4, ""error"": 0.11227200000041876}], [{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.93, ""pos"": 0.4, ""error"": 0.0394079999995236}, {""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.93, ""pos"": 0.4, ""error"": 0.09227200000041919}], [{""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.31, ""pos"": 0.4, ""error"": 0.647407999999581}, {""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.31, ""pos"": 0.4, ""error"": 0.6602720000004774}], [{""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.29, ""pos"": 0.4, ""error"": 0.6674079999995806}, {""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.29, ""pos"": 0.4, ""error"": 0.6802720000004769}]]"
269.683,0.016999999999995907,1.540511,22.955446,0.756667935580855,1.5,22.96,0.8,-8,22.98,0.8,1.5,22.96,0.8,2.7648052774268725,22.950551395628352,-19.243517828810287,2.764805277426872,22.950551395628352,-19.243517828810287,3.267943224773988,20.00018576439114,0.8714468519567159,3.267943224773988,20.043517828810288,0.8733349139763239,"[[0, 15, 0, 10], [0, 15, 1, 10], [1, 15, 0, 10], [1, 15, 1, 10], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,20.00018576439114,1,0,1,"[0, 15, 1, 10]","[[[0, 15, 0, 10], [0.7, 22.98, 0.8], 0.01413325000010135], [[0, 15, 1, 10], [1.5, 22.96, 0.8], 0.011648850000089528], [[1, 15, 0, 10], [-24.9, 22.34, 0.8], 0.6254732500000877], [[1, 15, 1, 10], [-24.1, 22.32, 0.8], 0.6454732500000873]]","[[0, 15, 1, 10], [0, 15, 0, 10]]","[{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 0.8, ""error"": 0.011648850000089528}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.98, ""pos"": 0.8, ""error"": 0.01413325000010135}]","[[{""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.98, ""pos"": 0.8, ""error"": 0.03447325000010082}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.98, ""pos"": 0.8, ""error"": 0.027848850000097958}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 22.98, ""pos"": 0.8, ""error"": 0.01413325000010135}], [{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 0.8, ""error"": 0.014473250000101245}, {""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 0.8, ""error"": 0.011648850000089528}, {""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 0.8, ""error"": 0.02513325000008637}], [{""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.34, ""pos"": 0.8, ""error"": 0.6254732500000877}, {""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.34, ""pos"": 0.8, ""error"": 0.6316488500000905}, {""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.34, ""pos"": 0.8, ""error"": 0.6451332500000874}], [{""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.32, ""pos"": 0.8, ""error"": 0.6454732500000873}, {""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.32, ""pos"": 0.8, ""error"": 0.6516488500000901}, {""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.32, ""pos"": 0.8, ""error"": 0.6651332500000869}]]"
269.7,0.016999999999995907,1.538284,22.981054,1.147133121420261,1.5,22.98,1.1,-8,22.96,1.1,1.5,22.98,1.1,3.608403949642053,22.9975530853446,-18.85295894072211,3.6084039496420526,22.9975530853446,-18.85295894072211,3.3501958031121384,20.00009206214237,0.8696617413131492,3.3501958031121384,19.952958940722112,0.8676122571247512,"[[3, 10, 0, 15], [3, 10, 1, 15], [0, 15, 1, 10], [1, 15, 1, 10], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,20.00009206214237,1,0,1,"[0, 15, 1, 10]","[[[3, 10, 0, 15], [1.5, 22.96, 1.1], 0.11603674999989977], [[3, 10, 1, 15], [-24.1, 22.32, 1.1], 0.7560367499999003], [[0, 15, 1, 10], [1.5, 22.98, 1.1], 0.0960367499999002], [[1, 15, 1, 10], [-24.1, 22.34, 1.1], 0.7360367499999008]]","[[0, 15, 1, 10], [3, 10, 0, 15]]","[{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.98, ""pos"": 1.1, ""error"": 0.0960367499999002}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 1.1, ""error"": 0.11603674999989977}]","[[{""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 1.1, ""error"": 0.11603674999989977}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 22.96, ""pos"": 1.1, ""error"": 0.12266114999990263}], [{""pair"": [3, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.32, ""pos"": 1.1, ""error"": 0.7560367499999003}, {""pair"": [3, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.32, ""pos"": 1.1, ""error"": 0.7626611499999032}], [{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.98, ""pos"": 1.1, ""error"": 0.0960367499999002}, {""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 22.98, ""pos"": 1.1, ""error"": 0.10266114999990306}], [{""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.34, ""pos"": 1.1, ""error"": 0.7360367499999008}, {""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.34, ""pos"": 1.1, ""error"": 0.7426611499999036}]]"
269.717,0.016000000000019554,1.536777,23.006649,1.5380333214581667,1.5,23.01,1.5,-8,23.03,1.5,1.5,23.01,1.5,4.363278404263963,23.0588959524885,-18.461479123900624,4.363278404263962,23.0588959524885,-18.461479123900624,3.4466760044794924,19.99951244535879,0.8673230707387991,3.4466760044794924,19.961479123900624,0.8656736716723159,"[[0, 15, 0, 10], [0, 15, 1, 10], [0, 15, 2, 10], [1, 15, 0, 10], [1, 15, 1, 10], [1, 15, 2, 10], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.99951244535879,1,0,1,"[0, 15, 1, 10]","[[[0, 15, 0, 10], [0.7, 23.03, 1.5], 0.05812799999952145], [[0, 15, 1, 10], [1.5, 23.01, 1.5], 0.03812799999952188], [[0, 15, 2, 10], [1.5, 23.03, 1.4], 0.0938720000004214], [[1, 15, 0, 10], [-24.9, 22.39, 1.5], 0.62644799999958], [[1, 15, 1, 10], [-24.1, 22.37, 1.5], 0.6464479999995796], [[1, 15, 2, 10], [-24.1, 22.39, 1.4], 0.6615520000004793]]","[[0, 15, 1, 10], [0, 15, 0, 10], [0, 15, 2, 10]]","[{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 23.01, ""pos"": 1.5, ""error"": 0.03812799999952188}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 23.03, ""pos"": 1.5, ""error"": 0.05812799999952145}, {""pair"": [0, 15, 2, 10], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.4, ""error"": 0.0938720000004214}]","[[{""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 23.03, ""pos"": 1.5, ""error"": 0.05812799999952145}, {""pair"": [0, 15, 0, 10], ""acc"": 0.7, ""vel"": 23.03, ""pos"": 1.5, ""error"": 0.07844799999952135}], [{""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 23.01, ""pos"": 1.5, ""error"": 0.03812799999952188}, {""pair"": [0, 15, 1, 10], ""acc"": 1.5, ""vel"": 23.01, ""pos"": 1.5, ""error"": 0.05844799999952177}], [{""pair"": [0, 15, 2, 10], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.4, ""error"": 0.0938720000004214}, {""pair"": [0, 15, 2, 10], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.4, ""error"": 0.11355200000042065}], [{""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.39, ""pos"": 1.5, ""error"": 0.6461279999995793}, {""pair"": [1, 15, 0, 10], ""acc"": -24.9, ""vel"": 22.39, ""pos"": 1.5, ""error"": 0.62644799999958}], [{""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.37, ""pos"": 1.5, ""error"": 0.6661279999995788}, {""pair"": [1, 15, 1, 10], ""acc"": -24.1, ""vel"": 22.37, ""pos"": 1.5, ""error"": 0.6464479999995796}], [{""pair"": [1, 15, 2, 10], ""acc"": -24.1, ""vel"": 22.39, ""pos"": 1.4, ""error"": 0.6818720000004792}, {""pair"": [1, 15, 2, 10], ""acc"": -24.1, ""vel"": 22.39, ""pos"": 1.4, ""error"": 0.6615520000004793}]]"
269.733,0.016999999999995907,1.535999,23.03224,1.9063364129146172,1.5,23.03,1.9000000000000001,-8,23.01,1.9,1.5,23.03,1.9,5.129785030405248,23.128708406956807,-18.09197828902461,5.129785030405248,23.128708406956807,-18.09197828902461,3.5976366265728363,19.998314701939226,0.8646533282387701,3.5976366265728363,19.99197828902461,0.8643793651275091,"[[3, 15, 1, 10], [1, 10, 0, 15], [1, 10, 1, 15], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.998314701939226,1,0,1,"[1, 10, 0, 15]","[[[3, 15, 1, 10], [-24.1, 23.03, 1.9], 0.014113250000088451], [[1, 10, 0, 15], [1.5, 23.03, 1.9], 0.014113250000088451], [[1, 10, 1, 15], [-24.1, 22.39, 1.9], 0.654113250000089]]","[[1, 10, 0, 15]]","[{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.014113250000088451}]","[[{""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.014113250000088451}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.020288850000091507}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.13377325000008833}], [{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.014113250000088451}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.020288850000091507}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.03, ""pos"": 1.9, ""error"": 0.13377325000008833}], [{""pair"": [1, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.39, ""pos"": 1.9, ""error"": 0.654113250000089}, {""pair"": [1, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.39, ""pos"": 1.9, ""error"": 0.6602888500000921}, {""pair"": [1, 10, 1, 15], ""acc"": -24.1, ""vel"": 22.39, ""pos"": 1.9, ""error"": 0.7737732500000889}]]"
269.75,0.016999999999995907,1.535623,23.057829,2.298106444770023,1.5,23.06,2.3000000000000003,-8,23.04,2.3,1.5,23.06,2.3,5.854043958701305,23.215914752473676,-17.698048992169543,5.854043958701305,23.215914752473676,-17.698048992169543,3.7725350873801715,19.996155436939567,0.8613124078950608,3.7725350873801715,19.998048992169544,0.8613939707044597,"[[3, 10, 0, 15], [3, 15, 1, 10], [1, 10, 0, 15], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.996155436939567,1,0,1,"[1, 10, 0, 15]","[[[3, 10, 0, 15], [1.5, 23.04, 2.3], 0.02377325000009023], [[3, 15, 1, 10], [-24.1, 23.06, 2.3], 0.012773250000098102], [[1, 10, 0, 15], [1.5, 23.06, 2.3], 0.012773250000098102]]","[[1, 10, 0, 15], [3, 10, 0, 15]]","[{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.06, ""pos"": 2.3, ""error"": 0.012773250000098102}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.04, ""pos"": 2.3, ""error"": 0.02377325000009023}]","[[{""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.04, ""pos"": 2.3, ""error"": 0.02377325000009023}], [{""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.06, ""pos"": 2.3, ""error"": 0.012773250000098102}], [{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.06, ""pos"": 2.3, ""error"": 0.012773250000098102}]]"
269.767,0.016000000000019554,1.535284,23.08181,2.6903114352934283,1.5,23.080000000000002,2.7,-8,23.1,2.7,1.5,23.08,2.7,6.495379032050155,23.315433499771576,-17.302532532025552,6.495379032050155,23.315433499771576,-17.302532532025552,4.014233305119069,19.99284396731898,0.8574939842964898,4.014233305119076,20.00253253202555,0.8579095272760645,"[[3, 10, 0, 15], [3, 15, 0, 10], [3, 15, 1, 10], [3, 15, 2, 10], [0, 10, 0, 15], [1, 10, 0, 15], [2, 10, 0, 15], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.99284396731898,1,0,1,"[1, 10, 0, 15]","[[[3, 10, 0, 15], [1.5, 23.1, 2.7], 0.04684799999952238], [[3, 15, 0, 10], [-24.9, 23.1, 2.7], 0.04684799999952238], [[3, 15, 1, 10], [-24.1, 23.08, 2.7], 0.03484799999957877], [[3, 15, 2, 10], [-24.1, 23.1, 2.6], 0.08515200000042444], [[0, 10, 0, 15], [0.7, 23.1, 2.7], 0.04684799999952238], [[1, 10, 0, 15], [1.5, 23.08, 2.7], 0.03484799999957877], [[2, 10, 0, 15], [1.5, 23.1, 2.6], 0.08515200000042444]]","[[1, 10, 0, 15], [0, 10, 0, 15], [3, 10, 0, 15], [2, 10, 0, 15]]","[{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.08, ""pos"": 2.7, ""error"": 0.03484799999957877}, {""pair"": [0, 10, 0, 15], ""acc"": 0.7, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.04684799999952238}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.04684799999952238}, {""pair"": [2, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.6, ""error"": 0.08515200000042444}]","[[{""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.04684799999952238}, {""pair"": [3, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.06716799999952228}], [{""pair"": [3, 15, 0, 10], ""acc"": -24.9, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.04684799999952238}, {""pair"": [3, 15, 0, 10], ""acc"": -24.9, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.06716799999952228}], [{""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.08, ""pos"": 2.7, ""error"": 0.03484799999957877}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.08, ""pos"": 2.7, ""error"": 0.04716799999951915}], [{""pair"": [3, 15, 2, 10], ""acc"": -24.1, ""vel"": 23.1, ""pos"": 2.6, ""error"": 0.08515200000042444}, {""pair"": [3, 15, 2, 10], ""acc"": -24.1, ""vel"": 23.1, ""pos"": 2.6, ""error"": 0.1048320000004237}], [{""pair"": [0, 10, 0, 15], ""acc"": 0.7, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.04684799999952238}, {""pair"": [0, 10, 0, 15], ""acc"": 0.7, ""vel"": 23.1, ""pos"": 2.7, ""error"": 0.06716799999952228}], [{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.08, ""pos"": 2.7, ""error"": 0.03484799999957877}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.08, ""pos"": 2.7, ""error"": 0.04716799999951915}], [{""pair"": [2, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.6, ""error"": 0.08515200000042444}, {""pair"": [2, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.1, ""pos"": 2.6, ""error"": 0.1048320000004237}]]"
269.783,0.016999999999995907,1.534274,23.110558,3.05981691164588,1.5,23.11,3.1,-8,23.09,3.1,1.5,23.11,3.1,7.141048433989477,23.419359564284505,-16.928654187512645,7.141048433989477,23.419359564284505,-16.928654187512645,4.241579856506213,19.988471099158524,0.853502037247926,4.241579856506213,20.028654187512647,0.855217843704709,"[[3, 15, 1, 10], [1, 10, 0, 15], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.988471099158524,1,0,1,"[1, 10, 0, 15]","[[[3, 15, 1, 10], [-24.1, 23.11, 3.1], 0.009098850000093694], [[1, 10, 0, 15], [1.5, 23.11, 3.1], 0.009098850000093694]]","[[1, 10, 0, 15]]","[{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.009098850000093694}]","[[{""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.01192325000010186}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.009098850000093694}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.022583250000090427}, {""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.12258325000009052}], [{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.01192325000010186}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.009098850000093694}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.022583250000090427}, {""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.11, ""pos"": 3.1, ""error"": 0.12258325000009052}]]"
269.8,0.016999999999995907,1.532776,23.134481,3.4529181002387856,1.5,23.13,3.5,-8,23.15,3.5,1.5,23.13,3.5,7.743578346136769,23.540757387662296,-16.529493193421192,7.743578346136769,23.540757387662296,-16.529493193421192,4.552223137814796,19.98241129365998,0.8488431771584696,4.552223137814796,20.029493193421192,0.8508431935124842,"[[3, 15, 0, 10], [3, 15, 1, 10], [3, 15, 2, 10], [0, 10, 0, 15], [0, 10, 2, 15], [1, 10, 0, 15], [1, 10, 2, 15], [2, 10, 0, 15], [2, 10, 2, 15], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,,19.98241129365998,1,0,1,"[1, 10, 0, 15]","[[[3, 15, 0, 10], [-24.9, 23.15, 3.5], 0.02141325000010008], [[3, 15, 1, 10], [-24.1, 23.13, 3.5], 0.012413250000089082], [[3, 15, 2, 10], [-24.1, 23.15, 3.4], 0.10758674999991058], [[0, 10, 0, 15], [0.7, 23.15, 3.5], 0.02141325000010008], [[0, 10, 2, 15], [-24.9, 23.15, 0.3], 3.2075867499999107], [[1, 10, 0, 15], [1.5, 23.13, 3.5], 0.012413250000089082], [[1, 10, 2, 15], [-24.1, 23.13, 0.3], 3.1985867499998997], [[2, 10, 0, 15], [1.5, 23.15, 3.4], 0.10758674999991058], [[2, 10, 2, 15], [-24.1, 23.15, 0.2], 3.3075867499999103]]","[[1, 10, 0, 15], [0, 10, 0, 15], [2, 10, 0, 15]]","[{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.13, ""pos"": 3.5, ""error"": 0.012413250000089082}, {""pair"": [0, 10, 0, 15], ""acc"": 0.7, ""vel"": 23.15, ""pos"": 3.5, ""error"": 0.02141325000010008}, {""pair"": [2, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.15, ""pos"": 3.4, ""error"": 0.10758674999991058}]","[[{""pair"": [3, 15, 0, 10], ""acc"": -24.9, ""vel"": 23.15, ""pos"": 3.5, ""error"": 0.02141325000010008}], [{""pair"": [3, 15, 1, 10], ""acc"": -24.1, ""vel"": 23.13, ""pos"": 3.5, ""error"": 0.012413250000089082}], [{""pair"": [3, 15, 2, 10], ""acc"": -24.1, ""vel"": 23.15, ""pos"": 3.4, ""error"": 0.10758674999991058}], [{""pair"": [0, 10, 0, 15], ""acc"": 0.7, ""vel"": 23.15, ""pos"": 3.5, ""error"": 0.02141325000010008}], [{""pair"": [0, 10, 2, 15], ""acc"": -24.9, ""vel"": 23.15, ""pos"": 0.3, ""error"": 3.2075867499999107}], [{""pair"": [1, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.13, ""pos"": 3.5, ""error"": 0.012413250000089082}], [{""pair"": [1, 10, 2, 15], ""acc"": -24.1, ""vel"": 23.13, ""pos"": 0.3, ""error"": 3.1985867499998997}], [{""pair"": [2, 10, 0, 15], ""acc"": 1.5, ""vel"": 23.15, ""pos"": 3.4, ""error"": 0.10758674999991058}], [{""pair"": [2, 10, 2, 15], ""acc"": -24.1, ""vel"": 23.15, ""pos"": 0.2, ""error"": 3.3075867499999103}]]"
