SimTime,dT,Real_Prec_Acc,Real_Prec_Vel,Real_Prec_Pos,Quantized_Prec_Acc,Quantized_Prec_Vel,Quantized_Prec_Pos,Received_Prec_Acc,Received_Prec_Vel,Received_Prec_Pos,Ego_Acc_Qbenign,Ego_Vel_Qbenign,Ego_Pos_Qbenign,Ego_Acc,Ego_Vel,Ego_Pos,Safe_Gap_Qbenign,Space_Headway_Qbenign,Time_Headway_Qbenign,Safe_Gap,Space_Headway,Time_Headway,Bit_Flip_Pairs,XOR_Bin,XOR_Pattern,Real_Gap
269.983,0.033999999999991815,1.507639,23.411459,7.712045748944118,1.5,23.41,7.7,1.5,23.490000000000002,417.3,8.0,24.996742262898188,-12.089607365598193,8.0,25.644000000000215,-11.904103999999323,8.300238211149846,,0.7921693517612185,10.179064750000707,,16.73701856184666,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,19.616149748943442
270.017,0.016000000000019554,1.503375,23.46312,8.508906770285925,1.5,23.46,8.5,1.5,23.38,418.1,8.0,25.268742262898122,-11.235094128659862,8.0,25.91600000000015,-11.027583999999528,9.035482698088167,,0.7813606507806181,11.405016000000503,,16.55840345732355,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B0011000011000000,19.536490770285454
270.033,0.016999999999995907,1.50225,23.488129,8.884509122286385,1.5,23.490000000000002,8.9,1.5,23.41,418.5,8.0,25.39674226289828,-10.829770252452995,8.0,26.044000000000306,-10.611903999999017,9.365575324295046,,0.7762522913633564,11.745764750001026,,16.476420826293733,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B1111000011000000,19.496413122285404
270.05,0.016999999999995907,1.495687,23.512918,9.28402439041129,1.5,23.51,9.3,1.5,23.43,418.90000000000003,8.0,25.532742262898246,-10.396869633983828,8.0,26.180000000000273,-10.167999999999118,9.753325942764208,,0.7708100376273926,12.144718750000923,,16.389152024445938,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,19.452024390410408
270.067,0.016000000000019554,1.481404,23.537374,9.683960123182693,1.5,23.54,9.700000000000001,1.5,23.62,419.3,8.0,25.668742262898213,-9.961657015514662,8.0,26.31600000000024,-9.721783999999221,10.113919811233382,,0.7653517627582895,12.045816000000816,,16.30269737042086,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,19.405744123181915
270.083,0.016999999999995907,1.464704,23.561563,10.060747726895155,1.5,23.56,10.100000000000001,1.5,23.64,419.70000000000005,8.0,25.79674226289837,-9.549933139307786,8.0,26.444000000000397,-9.2997039999987,10.479568687440276,,0.7601998991325194,12.421621000001352,,16.222950536983525,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,19.360451726893857
270.1,0.016999999999995907,1.450397,23.585546,10.461505947623058,1.5,23.59,10.5,1.5,23.67,420.1,8.0,25.932742262898337,-9.11023252083862,8.0,26.580000000000364,-8.848999999998801,10.844463055909427,,0.7547114867394,12.797218750001242,,16.138036117381223,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B0011000011000000,19.31050594762186
270.117,0.01599999999996271,1.433325,23.609165,10.862669811989461,1.4000000000000001,23.61,10.9,1.4000000000000001,23.53,420.5,8.0,26.068742262898304,-8.668219902369454,8.0,26.71600000000033,-8.395983999998904,11.24107567437859,,0.7492072121237614,13.676834750001134,,16.053899685581435,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B0011011111000000,19.258653811988367
270.133,0.016999999999995907,1.409966,23.632313,11.240599917588579,1.4000000000000001,23.63,11.200000000000001,1.4000000000000001,23.55,420.8,8.0,26.196742262898006,-8.250096026164059,8.0,26.844000000000033,-7.9675039999999,11.612949550583961,,0.7440122038134861,14.05926475000011,,15.97256385039485,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001011111000000,19.20810391758848
270.15,0.03300000000001546,1.383043,23.654987,11.642552978675482,1.4000000000000001,23.650000000000002,11.600000000000001,1.4000000000000001,23.57,421.20000000000005,8.0,26.332742262897973,-7.803595407694901,8.0,26.98,-7.5100000000000104,12.013950169053109,,0.7384779067909463,14.47146875,,15.889918458117124,"[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]",1,B0000111111000000,19.152552978675494
270.183,0.033999999999991815,1.340107,23.699457,12.42392061658935,1.3,23.7,12.4,1.3,23.78,422.0,8.0,26.596742262898097,-6.930258913018856,8.0,27.244000000000124,-6.615303999999589,12.765717913729176,,0.7276898553326542,14.77109600000043,,15.732466010864691,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B0111000011000000,19.03922461658894
270.217,0.016000000000019554,1.329343,23.743753,13.230476736435154,1.3,23.740000000000002,13.200000000000001,1.3,23.82,422.8,7.989207115207842,26.86874226289803,-6.021345676080541,8.0,27.51600000000006,-5.68438399999981,13.583231150667473,,0.716513717841559,15.610216000000204,,15.572190143916227,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,18.914860736434964
